job_title,company_name,work_genre,area,income,description,url
現場も内勤も！/キャリアアップならユナイト♪,ユナイト株式会社,警備員,東京都国分寺市,月給 23万円 ～ 25万円,"新しい警備の働き方を作っています。

完全固定給、キャリアアップ・ステップアップならぜユナイトへ。



各種現場(交通誘導、イベント警備等)での勤務をしながら、新しくできたオフィスにて研修のお手伝い、現場管理など様々な業務に挑戦する事もできます。

ご自身の今までの経験を活かしてください！

皆様が安心して働ける環境は当然の事ご用意しております。

スキルアップ、資格取得のサポートも会社が全力で行います。

会社と一緒に個人としても大きく成長していきましょう。



＊異業種からの転職、昇格実績があり未経験者でも活躍できます。

＊定年退職後にセカンドキャリアとして活躍してる方もいます。

＊共に働くメンバーに寄り添うことを大事にしています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8727754
直行直帰可能OKでも固定給！交通費全額支給,ユナイト株式会社,警備員,東京都新宿区,月給 23万円 ～ 25万円,"新しい会社が新しい警備の働き方を作っていきます。

完全固定給、キャリアアップ・ステップアップならぜユナイトへ。



各種現場(交通誘導、イベント警備等)での勤務をしながら、新しくできたオフィスにて研修のお手伝い、現場管理など様々な業務に挑戦する事もできます。

ご自身の今までの経験を活かしてください！

皆様が安心して働ける環境は当然の事ご用意しております。

スキルアップ、資格取得のサポートも会社が全力で行います。

会社と一緒に個人としても大きく成長していきましょう。



＊異業種からの転職、昇格実績があり未経験者でも活躍できます。

＊定年退職後にセカンドキャリアとして活躍してる方もいます。

＊共に働くメンバーに寄り添うことを大事にしています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8675400
警備員を固定給で！/完全月額保証/固定現場有(直行直帰),ユナイト株式会社,警備員,東京都小平市,月給 23万円 ～ 25万円,"完全固定給、キャリアアップ・ステップアップならぜユナイトへ。



各種現場(交通誘導、イベント警備等)での勤務を固定給で。

ご自身の今までの経験を活かしてください！

皆様が安心して働ける環境は当然の事ご用意しております。

スキルアップ、資格取得のサポートも会社が全力で行います。

会社と一緒に個人としても大きく成長していきましょう。



＊異業種からの転職、昇格実績があり未経験者でも活躍できます。

＊定年退職後にセカンドキャリアとして活躍してる方もいます。

＊共に働くメンバーに寄り添うことを大事にしています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8740405
経験者優遇　電気工事士又は経験者,リフォームプロショップ,リフォーム工事スタッフ,千葉県柏市,月給 25万円 ～ 40万円,"【一緒に働くメンバー】

都住設株式会社には8名が所属しております。平均年齢層は20～40代です。先輩たちの前職は飲食店や配送業など様々。建築関係でのお仕事が初めてだったメンバーもたくさん活躍中です。



内容

リフォーム、リノベーション工事での電気工事スタッフを募集してます。資格が無くても応募可能！経験者の方お待ちしております！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8029482
スーパーの夜間施設警備　セキュリティスタッフ　姫路市　正社員,リライアンス・セキュリティー株式会社,施設警備,兵庫県姫路市,"月給 21万120円 ～ 21万4,200円","施設内及び駐車場の巡回、立哨警戒等

スーパーの店内及び駐車場の巡回や立哨警戒などを行いながら、お店の安全を確保しお客さまに安心快適を提供するお仕事です。



特別な知識や経験は必要ありません。



弊社に応募される９割以上の方が警備未経験の方です。



安心充実の研修制度（１～２週間）で、警備が初めての方も不安なく勤務をスタートすることができます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8688650
スーパーの夜間施設警備　セキュリティスタッフ　姫路市　短時間勤務,リライアンス・セキュリティー株式会社,施設警備,兵庫県姫路市,"月給 20万8,000円 ～","施設内及び駐車場の巡回、立哨警戒等

スーパーの店内及び駐車場の巡回や立哨警戒などを行いながら、お店の安全を確保しお客さまに安心快適を提供するお仕事です。



特別な知識や経験は必要ありません。



弊社に応募される９割以上の方が警備未経験の方です。



安心充実の研修制度（１～２週間）で、警備が初めての方も不安なく勤務をスタートすることができます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8688710
交通費２万円迄支給　未経験OK！ドラッグストアの施設警備スタッフ　大阪市中央区難波　正社員,リライアンス・セキュリティー株式会社,施設警備,大阪府大阪市中央区,"月給 21万2,000円 ～ 21万8,000円","ドラッグストアにおける制服保安警備／店内の巡回や立哨警戒を行いながら、各種事案を防止してお客さまの安全をお守りする重要な役割を担っていただきます。お客さまからたくさんの「ありがとう！」の言葉がいただける、大変やりがいのあるお仕事です。



※初めての方も親切丁寧に指導いたしますので、安心してご応募ください。弊社に応募される９割以上の方が警備未経験の方です。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7281763
未経験OK！Wワーク歓迎！人気カフェにおける駐車場警備【土日祝の勤務】,リライアンス・セキュリティー株式会社,警備員,山口県下関市,日給 1万円 ～,"人気カフェにおける駐車場警備



店舗駐車場の出入口や駐車場内で、お客さまの安全を確保するとともに、ホスピタリティあふれる接客応対と誘導案内を行うお仕事です。



〇特別な知識や経験は必要ありません。



〇警備が初めての方も親切丁寧に指導いたしますので、安心してご応募ください。



〇応募者の９割以上の方が警備未経験の方です。



※女性活躍中です！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7282541
未経験OK！入社祝金１０万円支給の警備のお仕事＜６０代シニア活躍中＞,リライアンス・セキュリティー株式会社,警備員,山口県山口市,"月給 18万7,000円 ～ 19万1,400円","通信工事現場における交通誘導警備



NTTやソフトバンクなどの通信工事の現場で、交通の円滑な流れを確保し、現場の安全を守る仕事です。山口市、宇部市近郊で安定した勤務が可能です。



&lt;安定収入&gt;

・雨天でも仕事があるため安定収入



＜勤務時間短め＞

・現場まで車で移動するため勤務時間は短め！

・８時間同じ場所に立ちっぱなしではないため他の交通誘導警備よりも体が楽



＜防寒対策万全＞

・防寒ズボン・遠赤ベストで防寒対策万全！



＜暑さ対策万全＞

・空調服導入で暑さ対策万全！



＜未経験でも安心＞

・事前の研修あり

　(研修中も給与あり)

・勤務先でも先輩スタッフがフォロー

・資格取得の費用を会社が全額負担

　(取得の為に会社を休む場合：出勤扱い)



＜シニア活躍中＞

・６０代のシニアも多数活躍中

・７０歳まで再雇用あり



応募者の９割以上の方が警備未経験の方です。



〇特別な知識や経験は必要ありません。



新型コロナウイルスの影響を受けて収入が減った方、就職氷河期世代で収入が不安定な方に最適な職場！



コロナ過でも働く皆さんの仕事は十分に確保され、安定収入を得ることができます。



心機一転、社員雇用で安心、安定の生活を手に入れませんか？",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7282538
未経験OK！商業施設の施設警備スタッフ　周南市久米　正社員,リライアンス・セキュリティー株式会社,警備員,山口県周南市,"月給 18万5,150円 ～ 19万3,200円","商業施設における施設常駐警備



施設の巡回を行いながら、各種事案を防止してお客さまの安全をお守りする重要な役割を担っていただきます。お客さまからたくさんの「ありがとう！」の言葉がいただける、大変やりがいのあるお仕事です。



※初めての方も親切丁寧に指導いたしますので、安心してご応募ください。弊社に応募される９割以上の方が警備未経験の方です。安心充実の研修制度（２週間程度）で、警備が初めての方も不安なく勤務をスタートすることができます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8741136
未経験者歓迎！交通費２万円迄支給！商業施設の夜間施設警備スタッフ　大阪市福島区　正社員,リライアンス・セキュリティー株式会社,施設警備,大阪府大阪市福島区,月給 23万円 ～ 24万円,"商業施設における施設常駐警備



施設の巡回業務、閉店業務（扉の施錠、シャッターの閉鎖、駐車場の閉鎖等）、防災機器の監視、開店業務（駐車場の開場やシャッターの開放、扉の開錠等）、などを行いながら、施設の安全を確保し安心快適な空間を提供するお仕事です。



特別な知識や経験は必要ありません。



応募者の９割以上の方が警備未経験の方です。



警備が初めての方も親切丁寧に指導いたしますので、安心してご応募ください。



十分な研修期間がありますので、初めての方も安心してご応募ください。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7281742
幼児教室｜小学校受験のための幼児教室｜西宮・苦楽園校,レゴリススポーツクラブ,幼児教室の講師スタッフ,兵庫県西宮市,"時給 1,001円 ～ 1,500円","【交通費】

１日往復５００円まで

幼児教室のメイン指導員（主となる指導員）をして頂きます。

毎週木曜日・金曜日　１４：００～１７：４５

※試用期間は、3ヶ月です。その他待遇に変更はありません。

●教材ののセッティング

●お勉強や制作の補助

●こども達と一緒に楽しくお勉強をする

●こども達に声掛け

●こども達から見て「楽しく優しい」先生のの立場になって接する。

＜子ども好きなら未経験でも大丈夫です。＞

小学校受験のお勉強などの指導に興味がある方。

空いた時間に働きたい方。

丁寧な研修プログラムをご用意しているので初めての方でもまったく心配いりません!!",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7141782
幼児・小学生の体操教室アシスタント・スタッフ｜大学生・フリーター大歓迎,レゴリススポーツクラブ,体操教室のアシスタントスタッフ,兵庫県西宮市,"時給 1,001円 ～ 1,500円","(1)こども体操教室

◇指導内容

なわとび・ボール・マット・鉄棒・とび箱などの学校体育の指導

【マット】

模倣運動・前転・開脚前転・後転・開脚後転・倒立前転・側転・連続側転・バク転・など初めての体操から難易度の高い種目まで

【鉄棒】

ぶら下がり・前回りおり・逆上がり・空中逆上がり・前回り）

【とび箱】

開脚跳び・閉脚跳び　など",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7141799
土日祝のみOK！未経験OK！,レストランじゅん,ホールスタッフ,静岡県三島市,"時給 1,000円 ～",赤ちゃんからご年配の方まで幅広い年齢層のお客様がご来店されますので、接客が好きな方は楽しくお仕事できると思います。配膳、会計、セッティング等、丁寧に指導いたします。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/3987361
送迎なし！週2～3日でOK！未経験OK！無資格OK！介護職員,レッツ倶楽部米子南（株式会社　平田組）,介護職員,鳥取県米子市石井,時給 910円 ～ 920円,"半日型リハビリ特化型デイサービスにおける介護職員業務。

・運動指導中心で、身体介護はほぼなし。（車いすの方の利用はなく、運動ができる事が条件なので、見守り介助がほとんどです）。

・書類、パソコン業務なし。

・送迎業務なし。

・その他、利用者のお茶出しや、交流、掃除等。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7516097
未経験OK！ビジネスホテルのフロントスタッフ,レンブラントスタイル札幌,ビジネスホテルのフロントスタッフ,北海道札幌市中央区,"時給 1,100円 ～ 1,100円","◆ホテル受付スタッフ募集◆



【仕事内容】

まずはチェックインに来たお客様をお出迎え、

フロントでご予約の確認を行い、ご精算とご案内をするお仕事です。

その他、お客様へのご案内や電話でのお問い合わせ対応をお願い致します。



==ここがポイント==

★未経験者歓迎

★ブランク歓迎

★シフト制・お休み希望もOK！

★従業員割引あり

★転勤なし



まずはお気軽にお問合せください♪",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6472638
岩倉市役所で働く水道料金に関する業務スタッフ 未経験者歓迎!!,ヴェオリア・ジェネッツ株式会社 中部支店,水道料金徴収事務受託業務,愛知県岩倉市,"月給 16万円 ～ 22万3,700円","【仕事内容】

当社のシゴトは、水道事業者（自治体）に代わってみなさんの生活に欠かせない「水道」を支えることです。

料金に関すること、システムに関すること、管路に関すること、施設に関すること・・・水道に関する色んなシゴトを行っています。

その中でも今回募集するのは、「料金に関するシゴト」を担当していただく正社員です。

＜検針担当＞

メーター検針を専門で行う「検針員」が検針してきたデータを精査し異常が無いかをチェックします。

異常がある場合は、お客様のお宅に訪問し再調査を実施します。

検針員への指導や教育も正社員の仕事です。

＜滞納整理担当＞

水道料金が滞ってしまったお客様へ督促（訪問、文書、電話）をしたり納付相談に応じたりします。最終的に給水停止（納付があるまで水道を停止する作業）も行います。



上記のほか水道局窓口で各種申込受付や請求データ作成、水道料金の受領なども行います。



【こんな方が入社しています】

・営業職をしていたけど目標やノルマに縛られるのが辛い

・家族や友人と過ごす時間を大切にしたい

・一生働ける安定した会社で働きたい



【未経験者歓迎】

入社する方のほとんどは未経験者です。

シゴトは先輩社員との同行（OJT）により、安心して従事できる環境が整っています。

未経験、フリーターの方も、心配せずご応募ください。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/3687175
就労継続支援Ａ型事業所　支援員,一般社団法人Ｃ＆Ｃ,障害福祉サービス指導員,愛知県江南市,"月給 18万円 ～ 21万6,000円","農作業（補助・支援）

内職製品の納品・引き取り

障害者（軽度）の就労支援　他",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/918719
宿泊施設管理職,上ノ国開発株式会社,事務販売管理,北海道檜山郡上ノ国町,月給 20万円 ～ 35万円,"北海道上ノ国町の廃校舎を使用してワイン等農産加工品の加工・製造を行う「上ノ国ワイナリー」（2022年1月開業）で行うサテライトオフィス（宿泊施設も有）運営管理を中心とした業務に従事していただきます。



他にワインの原料となるブドウの栽培、ワイン醸造等にも関わっていただければと考えています。



大自然豊かな北海道上ノ国町で行政の支援を受けて開業した「上ノ国ワイナリー」は、自身の提案を反映しやすい環境です。様々な可能性を持ち、地方創生にも繋がる大変“やりがい”のあるお仕事です。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/2837318
ホールスタッフ（フード）,中国料理　竜苑,ホールスタッフ,群馬県北群馬郡吉岡町,"時給 1,000円 ～","オープン前の掃除、お客様のご案内、オーダーを伺う、お料理・ドリンクを運ぶなど、ホールでの接客業務全般をお願いします。



〈未経験者・経験者共に歓迎！〉

初めてのアルバイトでも、飲食業が初めてでもイチからしっかり指導致します。経験者は即戦力として活躍できます。



〈プライベートとも両立OK！〉

学校行事、テスト期間、実習などシフト相談可



少人数のスタッフなので、皆優しいです。



スタッフ皆で協力しあいながら、仕事をしています。



飲食が好き!という方も大歓迎!!

雰囲気も客層もとても落ち着いています。(安心して働いていただけます)



マナーが身に付き、一つ一つの仕事を丁寧に行うことができます。



◇おいしいまかない付き！



皆さん、まかないを楽しみにしています。

まかないは、タッパー持参していただき、お持ち帰りしていただいています。エビチリ、麻婆豆腐、その他様々です。



現在、様々なスタッフが活躍中!

年齢に不安を感じて入社されるかたもいますが、一つ一つ時間をかけて丁寧に教えていきます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/3181135
土日祝のみOK！ホールスタッフ/時給最大1500円,中国料理　竜苑,ホールスタッフ,群馬県北群馬郡吉岡町,"時給 1,500円 ～","こちらのプランは、土日祝日、昼の営業、夜の営業、フル出勤となります。(土日祝日に関しては、希望休は出せません。店舗休の場合はお休みです。冠婚葬祭除く。）平日も出勤可能ですが、平日は時給1000円、シフト制(希望休が出せます)となります。



■オープン前の掃除、お客様のご案内、オーダーを伺う、お料理・ドリンクを運ぶなど、ホールでの接客業務全般をお願いします。



■〈未経験者・経験者共に歓迎！〉

初めてのアルバイトでも、飲食業が初めてでもイチからしっかり指導致します。経験者は即戦力として活躍できます。



■少人数のスタッフなので、皆優しいです。



■スタッフ皆で協力しあいながら、仕事をしています。



■飲食が好き!という方も大歓迎!!

雰囲気も客層もとても落ち着いています。(安心して働いていただけます)



■マナーが身に付き、一つ一つの仕事を丁寧に行うことができます。



◇おいしいまかない付き！



皆さん、まかないを楽しみにしています。

まかないは、タッパー持参していただき、お持ち帰りしていただいています。エビチリ、麻婆豆腐、その他様々です。



現在、様々なスタッフが活躍中!",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8379157
中華調理師,中国料理　竜苑,中華調理師,群馬県北群馬郡吉岡町,月給 18万円 ～ 35万円,"下ごしらえ、前菜の調理や、中華鍋を振ってもらいます。 経験がある方は即戦力として活躍できます。



経験の浅い方は、まずメニューを覚えてもらい、料理の下ごしらえなど調理の準備段階から始めていただきます。シェフや先輩スタッフが丁寧に教えますので安心してください。



調理だけでなく、食材の仕入れからお客様対応まで積極的に関わっていただけます。あなたの個性を活かしながらステップアップしてください。



このような方大歓迎↓

・調理経験を活かして、さらにステップアップしたい方

・リーダーシップを発揮してお店を引っ張っていってくれる方

・自分で考えて行動できる方



◎中華の調理経験2～3年以上の方

※経験年数が足りない方も、ご相談ください。



※スタート給与は経験や能力を考慮の上、決定します。



料理長候補も募集中！

(給与は応相談！経験、能力を考慮の上決定します。)



※試用期間あり(3ヶ月)



一緒にお店を作り上げましょう！！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/2923694
冠婚葬祭互助会の営業。ノルマなし！１日４時間頑張り次第で高収入！！,二戸玉泉院,サービススタッフ,岩手県二戸市,"時給 900円 ～ 1,250円","●会館見学イベントの案内

●冠婚葬祭互助会の営業活動

●斎場での手伝い



※子育て中の方もお気軽にご応募下さい！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8107277
子育て両立！急な休みも大丈夫！１日４時間イベントチラシのポスティング、案内業務,二戸玉泉院,サービススタッフ,岩手県二戸市,"時給 900円 ～ 1,250円","●会館見学イベントのチラシポスティング、当日のご案内

●冠婚葬祭　互助会のPR活動



※子育て中の方もお気軽にご応募下さい！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8380174
４０代～６０代女性活躍中！未経験者歓迎　急な休みも大丈夫！イベントチラシのポスティング,二戸玉泉院,サービススタッフ,岩手県二戸市,"時給 900円 ～ 1,250円","●会館見学イベントのチラシポスティング、当日のご案内

●冠婚葬祭　互助会の案内活動",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8107263
週2～3日からOK！時給1200円から！wワーク歓迎、短時間でサクッと稼ぎませんか？,以心麺心,ホールスタッフ,神奈川県平塚市,"時給 1,200円 ～ 1,500円","全1３席の見渡せるコンパクトな店内。受け渡しも楽々♪つけ麺専門なのでメニュー数が圧倒的に少なく覚えやすい！誰でも簡単にできるお仕事です！お任せするのは…

●ご来店いただいたお客様のご案内

●お料理のご提供

●簡単な調理補助

●洗い場(食器洗浄機あり) など

お会計は基本食券なので

金銭のやり取り少なめになっています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8731756
週2～3日からOK！車、バイク通勤可！短時間でサクッと稼ぎませんか？,以心麺心,ホールスタッフ,神奈川県平塚市,"時給 1,200円 ～ 1,500円","全1３席の見渡せるコンパクトな店内。受け渡しも楽々♪つけ麺専門なのでメニュー数が圧倒的に少なく覚えやすい！誰でも簡単にできるお仕事です！お任せするのは…

●ご来店いただいたお客様のご案内

●お料理のご提供

●簡単な調理補助

●洗い場(食器洗浄機あり) など

お会計は基本食券なので

金銭のやり取り少なめになっています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8731784
ルート集荷,佐渡汽船運輸株式会社,中小型ドライバー,新潟県新潟市西区,"時給 1,500円 ～ 1,800円",走行距離は20㎞以内、4件の軒先で荷物を積んで戻ってくるお仕事です。固定ルートなので、初心者でも安心,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7578475
大型車定期ルート【夜間/アルバイト】,佐渡汽船運輸株式会社,ルート配送ドライバー,新潟県新潟市西区,"時給 2,000円 ～ 2,500円","大型トラックの運送業務全般を担当して頂きます。

大型自動車免許をお持ちの方、フォークリフト作業の経験がある方、土地勘がある方、前職の経験等様々な資格・経験が生かせる職場です。

【担当エリア:新潟市内】",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6619983
大型車定期ルート,佐渡汽船運輸株式会社,ドライバー,新潟県新潟市西区,"時給 2,000円 ～ 2,500円",あなたにお任せするのは、社内の拠点間輸送（往復25㎞）です。決まったスケジュール通りの運行になります。,https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/6377148
団体職員,兵庫県商工会連合会,団体職員,兵庫県養父市,"月給 20万8,695円 ～ 21万8,690円","・商工会会員を中心とした中小・小規模事業者の巡回訪問や窓口相談を通じた経営支援。（労務・税務・金融等）

・国・県の補助金の案内や申請書作成等の支援。

・記帳指導や青色申告書の作成指導。（簿記の資格保有者、歓迎！）

・雇用保険や労働保険等の社会保険適用に係る指導。

・展示会等の出展のサポート。

・創業に関するセミナーやイベントの実施。

・商工会の運営や指導業務。



上記以外にも、会員からの相談に応じた支援を行うため、業務は多岐にわたりますが、はじめは先輩職員と一緒に巡回訪問や支援の流れ、対応の仕方を学びながら経験を積んでいくため、未経験の方も安心して取り組めます！



また、中小企業診断士や社労士の資格をもった専門家からのアドバイスも受けることができ、事業所への派遣制度もあります。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/4013187
未経験OK！【朝霞市】クリニックでの事務業務,医療法人AGRIE,医療事務,埼玉県朝霞市,月給 19万円 ～ 30万円,"各種事務業務をお任せします。

未経験の方やブランクのある方でも

安心して働けるように研修制度充実しています。

事務職の経験がない方でもOK!

まずはお気軽にご応募ください。

主な仕事例）

️・レセプト請求、会計業務

️・書類管理、カルテ入力

️・電話対応、事務及びメール対応

️・スケジュール作成

️・データ入力など

️・ステップアップ・キャリアに応じてその他、経理・人事業務もあり

・別途基礎研修あり",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/2406541
【宇都宮市】訪問診療の相談員,医療法人AGRIE,相談員業務,栃木県宇都宮市,月給 20万円 ～ 40万円,"訪問診療施設での相談員業務です。



医療でお困りの方がたくさんいらっしゃいます。

地域の医療問題解決を通じて社会貢献してみませんか？

きっとやりがいが感じられるはずです！



＜具体的な仕事内容＞

■主治医・ケアマネージャーとの連絡調整

病院や介護施設に出向き、訪問看護を必要としている患者様の有無をお伺いし、要望に沿った訪問看護を提案します。



■営業実績管理

売上や患者数などをデータにて管理しています。



■ご利用者のご家族へのご報告、ご説明業務



＜入社後の流れ＞

入社後は、先輩社員がOJT研修を行ないます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/7472984
訪問診療の相談員◎未経験OK,医療法人AGRIE,相談員業務,埼玉県川越市,月給 20万円 ～ 40万円,"訪問診療クリニックの相談員業務です。



医療でお困りの方がたくさんいらっしゃいます。

地域の医療問題解決を通じて社会貢献してみませんか？

きっとやりがいが感じられるはずです！



＜具体的な仕事内容＞

■主治医・ケアマネージャーとの連絡調整（営業活動）

病院や介護施設に出向き、訪問看護を必要としている患者様の有無をお伺いし、要望に沿った訪問看護を提案します。



■営業実績管理

売上や患者数などをデータにて管理しています。



■ご利用者のご家族へのご報告、ご説明業務



■事業所内のスタッフの管理と育成

将来的にマネージャーに昇格となった場合に、携わっていただく業務です。看護師、ドクター、事務、相談員などの管理・育成をお任せします。



＜入社後の流れ＞

入社後は、先輩社員がOJT研修を行ないます。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/3512017
外来看護師（パート）☆日祝休み☆扶養内勤務相談可☆PC操作有,医療法人仁寿会,看護師,香川県丸亀市,"時給 1,100円 ～ 1,400円","外来看護業務全般を担当していただきます。

当院は地域の皆様のかかりつけ医として、内科・整形外科・老年精神科（認知症）・歯科疾患を中心に、紹介状等なく気軽に受診していただける病院です。

◎医師の診療補助、診察前の問診、バイタル測定

◎採血・注射業務、処置補助

◎レントゲン・ＣＴ撮影の補助、検尿、心電図

◎上部内視鏡・超音波検査等の検査補助

◎風邪外来（発熱患者対応）の診察補助

◎当院歯科での全身麻酔時のバイタル管理、患者介助等

◎外来看護業務に伴う電子カルテ入力、事務作業、清掃業務

ＰＣ入力業務について不安のある方、ブランクがあり心配な方も丁寧に指導します。



外来看護職は常勤・パート併せて7名在籍しています。

診察室では、電子カルテ入力補助・会計等を行う事務職員とともに協力して医師の診察補助を行います。

処置室では採血・注射・心電図等の検査業務の他、簡単な処置を行うことがありますので、必要物品の準備・補助も行います。

高齢の患者様で複数科を受診される際、移動に補助が必要な場合は安全に配慮して付き添ったり、待合室で異常がないかどうか気を配るのも外来看護師の役割です。

子育て中の職員も在籍しており、お子さんの体調不良等による急なお休みの場合も、お互い助け合って業務を行っています。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/5346525
【看護師、准看護師パート募集】週2日～勤務OK◎ 扶養範囲内OK◎ 車通勤OK◎ お昼休憩2時間半,医療法人博真会東坂戸クリニック,看護師,埼玉県坂戸市,"時給 1,200円 ～ 1,800円","当院【看護師、准看護師】求人をご覧頂きありがとうございます！



2023年9月に埼玉県中部エリアの坂戸市に、リニューアルオープンした糖尿病内科クリニックです！

地域に根付いたクリニックの院長が代替りし、増患および医院拡大に伴い、医療事務の募集をいたします◎



【具体的な業務内容】

医療事務業務全般

◎受付、会計、患者様対応、電話対応

◎電子カルテ入力、レセプト処理

◎問診業務、診療補助 ・院内清掃 など。



★★ こんな方大歓迎です★★＝＝＝＝＝＝



患者様と一番最初に接するのが医療事務（受付スタッフ）です。

当クリニックの「顔」として『患者様全員へ優しく丁寧な応対』をいただける方、大歓迎です◎



心配や不安を抱えた患者様の気持ちが少しでも和らぐよう親身になって対応していただければと思います。

人とのコミュニケーションが好きな方や接客経験がある方はスキルを活かして活躍可能です！

また、スキルアップのために資格・研修補助等のサポート体制も整えます。

もちろん経験のある方は即戦力として歓迎します！！



リニューアルオープンから数ヶ月とまだ短いクリニックですが、

院長安原に加え、8名のスタッフ(うち医療事務3名）がおりますので、

丁寧に指導させていただきながら診療することが可能です◎。",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8564344
ドローン防除の補助,友洋,農業ドローンによる農業支援サービス,広島県山県郡北広島町,"日給 1万1,000円 ～ 1万8,000円","ドローンを飛ばす上でオペレーター（操縦士）とナビゲーター（操縦士に速度や方向や止める位置を教える）が必要になります！

現在ナビゲーターを探しています！

仕事内容はオペレーター（操縦士）に速度や止める位置をインカムで伝える事、作業中の軽トラ（MT）の移動です！

今からは米の防除を行います！

開始時間が早いため、朝が早い事と夏の暑い時期の外仕事になります！





作業中はしっかり補助をしていただきますが移動中などその他の時間は　しばりがなく基本的に自由な職場です！



服装は作業着になります。

髪型、ピアス等は自由です。



時間帯は面接（見学）で決めていきましょう！





面接もかたくないので私服で自由にきて下さい！気になる方は見学という形でも大丈夫です！",https://en-gage.net/user/search/?area=0&distanceIndex=&p_t=258484&f_t=0&page=3#/desc/8627440
